_id,controllerId,instrumentId,name,value,ts,mining,color,category,createdAt,updatedAt
660ed3af6d49b567c06c246f,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247727,YUMPAG,#0bb97d,success,2024-04-04T16:22:07.495Z,2024-04-04T16:22:07.495Z
660ed3f16d49b567c06c2c7f,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247793,YUMPAG,#0bb97d,success,2024-04-04T16:23:13.878Z,2024-04-04T16:23:13.878Z
660ed42f6d49b567c06c33dd,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247855,YUMPAG,#0bb97d,success,2024-04-04T16:24:15.800Z,2024-04-04T16:24:15.800Z
660ed46d6d49b567c06c3bcc,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247917,YUMPAG,#0bb97d,success,2024-04-04T16:25:17.778Z,2024-04-04T16:25:17.778Z
660ed4ab6d49b567c06c43b0,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247979,YUMPAG,#0bb97d,success,2024-04-04T16:26:19.697Z,2024-04-04T16:26:19.697Z
660ed4e96d49b567c06c4b0e,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248041,YUMPAG,#0bb97d,success,2024-04-04T16:27:21.668Z,2024-04-04T16:27:21.668Z
660ed5276d49b567c06c5286,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712248103,YUMPAG,#0bb97d,success,2024-04-04T16:28:23.565Z,2024-04-04T16:28:23.565Z
660ed5656d49b567c06c5a9c,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712248165,YUMPAG,#0bb97d,success,2024-04-04T16:29:25.521Z,2024-04-04T16:29:25.521Z
660ed5a39044d763190a0dc8,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712248227,YUMPAG,#0bb97d,success,2024-04-04T16:30:27.464Z,2024-04-04T16:30:27.464Z
660ed5e19044d763190a172e,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248289,YUMPAG,#0bb97d,success,2024-04-04T16:31:29.418Z,2024-04-04T16:31:29.418Z
660ed61f9044d763190a211a,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712248351,YUMPAG,#0bb97d,success,2024-04-04T16:32:31.371Z,2024-04-04T16:32:31.371Z
660ed65d9044d763190a2b29,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712248413,YUMPAG,#0bb97d,success,2024-04-04T16:33:33.329Z,2024-04-04T16:33:33.329Z
660ed69b9044d763190a34d0,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248475,YUMPAG,#0bb97d,success,2024-04-04T16:34:35.252Z,2024-04-04T16:34:35.252Z
660ed6d99044d763190a3e0f,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712248537,YUMPAG,#0bb97d,success,2024-04-04T16:35:37.241Z,2024-04-04T16:35:37.241Z
